Country,Subgroup,Year,Value
Rwanda,Female 15-24 yr,2006,56.9
Rwanda,Female 15-24 yr,2005,57.4
Rwanda,Female 15-24 yr,2004,57.8
Rwanda,Female 15-24 yr,2003,58.4
Rwanda,Female 15-24 yr,2002,60.4
Rwanda,Female 15-24 yr,2001,61.2
Rwanda,Female 15-24 yr,2000,62.3
Rwanda,Female 15-24 yr,1999,63.4
Rwanda,Female 15-24 yr,1998,64.6
Rwanda,Female 15-24 yr,1997,66.2
Rwanda,Female 15-24 yr,1996,66.1
Rwanda,Female 15-24 yr,1995,70.2
Rwanda,Female 15-24 yr,1994,59.1
Rwanda,Female 15-24 yr,1993,64.1
Rwanda,Female 15-24 yr,1992,65.4
Rwanda,Female 15-24 yr,1991,64.1
Rwanda,Male 15+ yr,2006,74.7
Rwanda,Male 15+ yr,2005,74.7
Rwanda,Male 15+ yr,2004,74.7
Rwanda,Male 15+ yr,2003,74.9
Rwanda,Male 15+ yr,2002,76
Rwanda,Male 15+ yr,2001,76.7
Rwanda,Male 15+ yr,2000,77.6
Rwanda,Male 15+ yr,1999,78.4
Rwanda,Male 15+ yr,1998,79.5
Rwanda,Male 15+ yr,1997,80.8
Rwanda,Male 15+ yr,1996,80.5
Rwanda,Male 15+ yr,1995,83.2
Rwanda,Male 15+ yr,1994,79.2
Rwanda,Male 15+ yr,1993,79.9
Rwanda,Male 15+ yr,1992,79.6
Rwanda,Male 15+ yr,1991,79
Rwanda,Male 15-24 yr,2006,58.3
Rwanda,Male 15-24 yr,2005,58.5
Rwanda,Male 15-24 yr,2004,58.3
Rwanda,Male 15-24 yr,2003,58.3
Rwanda,Male 15-24 yr,2002,59.9
Rwanda,Male 15-24 yr,2001,60.5
Rwanda,Male 15-24 yr,2000,61.5
Rwanda,Male 15-24 yr,1999,62.5
Rwanda,Male 15-24 yr,1998,63.7
Rwanda,Male 15-24 yr,1997,65.5
Rwanda,Male 15-24 yr,1996,64.9
Rwanda,Male 15-24 yr,1995,69.5
Rwanda,Male 15-24 yr,1994,60.1
Rwanda,Male 15-24 yr,1993,63.3
Rwanda,Male 15-24 yr,1992,63.7
Rwanda,Male 15-24 yr,1991,62.7
Saudi Arabia,Female 15+ yr,2006,17
Saudi Arabia,Female 15+ yr,2005,16.7
Saudi Arabia,Female 15+ yr,2004,16.4
Saudi Arabia,Female 15+ yr,2003,16.1
Saudi Arabia,Female 15+ yr,2002,15.9
Saudi Arabia,Female 15+ yr,2001,15.5
Saudi Arabia,Female 15+ yr,2000,15.2
Saudi Arabia,Female 15+ yr,1999,15.2
Saudi Arabia,Female 15+ yr,1998,14.8
Saudi Arabia,Female 15+ yr,1997,14.6
Saudi Arabia,Female 15+ yr,1996,14.3
Saudi Arabia,Female 15+ yr,1995,14.1
Saudi Arabia,Female 15+ yr,1994,13.9
Saudi Arabia,Female 15+ yr,1993,13.8
Saudi Arabia,Female 15+ yr,1992,13.7
Saudi Arabia,Female 15+ yr,1991,13.8
Saudi Arabia,Female 15-24 yr,2006,6.7
Saudi Arabia,Female 15-24 yr,2005,6.6
Saudi Arabia,Female 15-24 yr,2004,6.6
Saudi Arabia,Female 15-24 yr,2003,6.5
Saudi Arabia,Female 15-24 yr,2002,6.6
Saudi Arabia,Female 15-24 yr,2001,6.6
Saudi Arabia,Female 15-24 yr,2000,6.5
Saudi Arabia,Female 15-24 yr,1999,6.5
Saudi Arabia,Female 15-24 yr,1998,6.2
Saudi Arabia,Female 15-24 yr,1997,5.9
Saudi Arabia,Female 15-24 yr,1996,5.7
Saudi Arabia,Female 15-24 yr,1995,5.6
Saudi Arabia,Female 15-24 yr,1994,5.6
Saudi Arabia,Female 15-24 yr,1993,5.7
Saudi Arabia,Female 15-24 yr,1992,5.8
Saudi Arabia,Female 15-24 yr,1991,6.1
Saudi Arabia,Male 15+ yr,2006,76.4
Saudi Arabia,Male 15+ yr,2005,76.4
Saudi Arabia,Male 15+ yr,2004,76.3
Saudi Arabia,Male 15+ yr,2003,76
Saudi Arabia,Male 15+ yr,2002,75.8
Saudi Arabia,Male 15+ yr,2001,76.1
Saudi Arabia,Male 15+ yr,2000,75.9
Saudi Arabia,Male 15+ yr,1999,76.2
Saudi Arabia,Male 15+ yr,1998,76.3
Saudi Arabia,Male 15+ yr,1997,76.5
Saudi Arabia,Male 15+ yr,1996,76.7
Saudi Arabia,Male 15+ yr,1995,76.5
Saudi Arabia,Male 15+ yr,1994,76.8
Saudi Arabia,Male 15+ yr,1993,76.4
Saudi Arabia,Male 15+ yr,1992,76.6
Saudi Arabia,Male 15+ yr,1991,76.4
Saudi Arabia,Male 15-24 yr,2006,42.6
Saudi Arabia,Male 15-24 yr,2005,42.8
Saudi Arabia,Male 15-24 yr,2004,43.1
Saudi Arabia,Male 15-24 yr,2003,43.3
Saudi Arabia,Male 15-24 yr,2002,43.6
Saudi Arabia,Male 15-24 yr,2001,44.4
Saudi Arabia,Male 15-24 yr,2000,44.3
Saudi Arabia,Male 15-24 yr,1999,44.4
Saudi Arabia,Male 15-24 yr,1998,44
Saudi Arabia,Male 15-24 yr,1997,43.4
Saudi Arabia,Male 15-24 yr,1996,42.9
Saudi Arabia,Male 15-24 yr,1995,42.2
Saudi Arabia,Male 15-24 yr,1994,42.8
Saudi Arabia,Male 15-24 yr,1993,42.7
Saudi Arabia,Male 15-24 yr,1992,43.7
Saudi Arabia,Male 15-24 yr,1991,44.3
Senegal,Female 15+ yr,2006,50.7
Senegal,Female 15+ yr,2005,51
Senegal,Female 15+ yr,2004,51.2
Senegal,Female 15+ yr,2003,51.1
Senegal,Female 15+ yr,2002,51.4
Senegal,Female 15+ yr,2001,52.1
Senegal,Female 15+ yr,2000,52.6
Senegal,Female 15+ yr,1999,53.2
Senegal,Female 15+ yr,1998,53.6
Senegal,Female 15+ yr,1997,53.9
Senegal,Female 15+ yr,1996,54.3
Senegal,Female 15+ yr,1995,54.9
Senegal,Female 15+ yr,1994,54.8
Senegal,Female 15+ yr,1993,55.1
Senegal,Female 15+ yr,1992,55.1
Senegal,Female 15+ yr,1991,55.3
Senegal,Female 15-24 yr,2006,40.8
Senegal,Female 15-24 yr,2005,41.3
Senegal,Female 15-24 yr,2004,41.7
Senegal,Female 15-24 yr,2003,43
Senegal,Female 15-24 yr,2002,43.5
Senegal,Female 15-24 yr,2001,44.5
Senegal,Female 15-24 yr,2000,45.3
Senegal,Female 15-24 yr,1999,46.3
Senegal,Female 15-24 yr,1998,47
Senegal,Female 15-24 yr,1997,47.5
Senegal,Female 15-24 yr,1996,48.1
Senegal,Female 15-24 yr,1995,48.8
Senegal,Female 15-24 yr,1994,48.7
Senegal,Female 15-24 yr,1993,49.4
Senegal,Female 15-24 yr,1992,48.9
Senegal,Female 15-24 yr,1991,48.9
Senegal,Male 15+ yr,2006,73.5
Senegal,Male 15+ yr,2005,74
Senegal,Male 15+ yr,2004,74.6
Senegal,Male 15+ yr,2003,75.9
Senegal,Male 15+ yr,2002,76
Senegal,Male 15+ yr,2001,76.4
Senegal,Male 15+ yr,2000,76.7
Senegal,Male 15+ yr,1999,77.3
Senegal,Male 15+ yr,1998,77.7
Senegal,Male 15+ yr,1997,77.9
Senegal,Male 15+ yr,1996,78.2
Senegal,Male 15+ yr,1995,78.5
Senegal,Male 15+ yr,1994,78.5
Senegal,Male 15+ yr,1993,79.1
Senegal,Male 15+ yr,1992,78.6
Senegal,Male 15+ yr,1991,78.6
Senegal,Male 15-24 yr,2006,53.7
Senegal,Male 15-24 yr,2005,54.6
Senegal,Male 15-24 yr,2004,55.5
Senegal,Male 15-24 yr,2003,58
Senegal,Male 15-24 yr,2002,58.1
Senegal,Male 15-24 yr,2001,58.9
Senegal,Male 15-24 yr,2000,59.4
Senegal,Male 15-24 yr,1999,60.4
Senegal,Male 15-24 yr,1998,61
Senegal,Male 15-24 yr,1997,61.2
Senegal,Male 15-24 yr,1996,61.5
Senegal,Male 15-24 yr,1995,62.1
Senegal,Male 15-24 yr,1994,61.9
Senegal,Male 15-24 yr,1993,62.7
Senegal,Male 15-24 yr,1992,61.9
Senegal,Male 15-24 yr,1991,61.9
Serbia and Montenegro,Female 15+ yr,2006,42.6
Serbia and Montenegro,Female 15+ yr,2005,41.6
Serbia and Montenegro,Female 15+ yr,2004,40.6
Serbia and Montenegro,Female 15+ yr,2003,39.2
Serbia and Montenegro,Female 15+ yr,2002,39.7
Serbia and Montenegro,Female 15+ yr,2001,40
Serbia and Montenegro,Female 15+ yr,2000,40.1
Serbia and Montenegro,Female 15+ yr,1999,39.4
Serbia and Montenegro,Female 15+ yr,1998,39.4
Serbia and Montenegro,Female 15+ yr,1997,39.3
Serbia and Montenegro,Female 15+ yr,1996,39.5
Serbia and Montenegro,Female 15+ yr,1995,38.8
Serbia and Montenegro,Female 15+ yr,1994,37.8
Serbia and Montenegro,Female 15+ yr,1993,37.7
Serbia and Montenegro,Female 15+ yr,1992,38
Serbia and Montenegro,Female 15+ yr,1991,38.6
Serbia and Montenegro,Female 15-24 yr,2006,29.6
Serbia and Montenegro,Female 15-24 yr,2005,28.3
Serbia and Montenegro,Female 15-24 yr,2004,27
Serbia and Montenegro,Female 15-24 yr,2003,24.1
Serbia and Montenegro,Female 15-24 yr,2002,24.6
Serbia and Montenegro,Female 15-24 yr,2001,25
Serbia and Montenegro,Female 15-24 yr,2000,24.9
Serbia and Montenegro,Female 15-24 yr,1999,23.9
Serbia and Montenegro,Female 15-24 yr,1998,23.7
Serbia and Montenegro,Female 15-24 yr,1997,23.4
Serbia and Montenegro,Female 15-24 yr,1996,23.5
Serbia and Montenegro,Female 15-24 yr,1995,22.4
Serbia and Montenegro,Female 15-24 yr,1994,20.9
Serbia and Montenegro,Female 15-24 yr,1993,20.7
Serbia and Montenegro,Female 15-24 yr,1992,21
Serbia and Montenegro,Female 15-24 yr,1991,21.7
Serbia and Montenegro,Male 15+ yr,2006,59.2
Serbia and Montenegro,Male 15+ yr,2005,59.4
Serbia and Montenegro,Male 15+ yr,2004,59
Serbia and Montenegro,Male 15+ yr,2003,59.1
Serbia and Montenegro,Male 15+ yr,2002,60
Serbia and Montenegro,Male 15+ yr,2001,60.6
Serbia and Montenegro,Male 15+ yr,2000,60.8
Serbia and Montenegro,Male 15+ yr,1999,60
Serbia and Montenegro,Male 15+ yr,1998,60
Serbia and Montenegro,Male 15+ yr,1997,59.9
Serbia and Montenegro,Male 15+ yr,1996,60.3
Serbia and Montenegro,Male 15+ yr,1995,59.9
Serbia and Montenegro,Male 15+ yr,1994,58.8
Serbia and Montenegro,Male 15+ yr,1993,58.8
Serbia and Montenegro,Male 15+ yr,1992,59.2
Serbia and Montenegro,Male 15+ yr,1991,59.9
Serbia and Montenegro,Male 15-24 yr,2006,36.3
Serbia and Montenegro,Male 15-24 yr,2005,37.1
Serbia and Montenegro,Male 15-24 yr,2004,35.4
Serbia and Montenegro,Male 15-24 yr,2003,35.6
Serbia and Montenegro,Male 15-24 yr,2002,36.6
Serbia and Montenegro,Male 15-24 yr,2001,37.3
Serbia and Montenegro,Male 15-24 yr,2000,37.4
Serbia and Montenegro,Male 15-24 yr,1999,36
Serbia and Montenegro,Male 15-24 yr,1998,35.9
Serbia and Montenegro,Male 15-24 yr,1997,35.6
Serbia and Montenegro,Male 15-24 yr,1996,35.9
Serbia and Montenegro,Male 15-24 yr,1995,34.9
Serbia and Montenegro,Male 15-24 yr,1994,32.9
Serbia and Montenegro,Male 15-24 yr,1993,32.6
Serbia and Montenegro,Male 15-24 yr,1992,32.9
Serbia and Montenegro,Male 15-24 yr,1991,33.7
Sierra Leone,Female 15+ yr,2006,51.1
Sierra Leone,Female 15+ yr,2005,51.1
Sierra Leone,Female 15+ yr,2004,51
Sierra Leone,Female 15+ yr,2003,51.2
Sierra Leone,Female 15+ yr,2002,51.9
Sierra Leone,Female 15+ yr,2001,51.6
Sierra Leone,Female 15+ yr,2000,51
Sierra Leone,Female 15+ yr,1999,50.4
Sierra Leone,Female 15+ yr,1998,50.5
Sierra Leone,Female 15+ yr,1997,49.6
Sierra Leone,Female 15+ yr,1996,49
Sierra Leone,Female 15+ yr,1995,49.5
Sierra Leone,Female 15+ yr,1994,49.7
Sierra Leone,Female 15+ yr,1993,49.4
Sierra Leone,Female 15+ yr,1992,48.8
Sierra Leone,Female 15+ yr,1991,48.5
Sierra Leone,Female 15-24 yr,2006,50.4
Sierra Leone,Female 15-24 yr,2005,50.2
Sierra Leone,Female 15-24 yr,2004,50.1
Sierra Leone,Female 15-24 yr,2003,50.8
Sierra Leone,Female 15-24 yr,2002,52.9
Sierra Leone,Female 15-24 yr,2001,52.6
Sierra Leone,Female 15-24 yr,2000,51.5
Sierra Leone,Female 15-24 yr,1999,50.2
Sierra Leone,Female 15-24 yr,1998,49.9
Sierra Leone,Female 15-24 yr,1997,47.6
Sierra Leone,Female 15-24 yr,1996,44.6
Sierra Leone,Female 15-24 yr,1995,46.1
Sierra Leone,Female 15-24 yr,1994,45.5
Sierra Leone,Female 15-24 yr,1993,44.7
Sierra Leone,Female 15-24 yr,1992,43
Sierra Leone,Female 15-24 yr,1991,41.5
Sierra Leone,Male 15+ yr,2006,85.5
Sierra Leone,Male 15+ yr,2005,85.4
Sierra Leone,Male 15+ yr,2004,85.3
Sierra Leone,Male 15+ yr,2003,85
Sierra Leone,Male 15+ yr,2002,86.2
Sierra Leone,Male 15+ yr,2001,86
Sierra Leone,Male 15+ yr,2000,85.4
Sierra Leone,Male 15+ yr,1999,84.7
Sierra Leone,Male 15+ yr,1998,84.8
Sierra Leone,Male 15+ yr,1997,83.7
Sierra Leone,Male 15+ yr,1996,82.3
Sierra Leone,Male 15+ yr,1995,83.3
Sierra Leone,Male 15+ yr,1994,83.2
Sierra Leone,Male 15+ yr,1993,82.8
Sierra Leone,Male 15+ yr,1992,81.9
Sierra Leone,Male 15+ yr,1991,81
Sierra Leone,Male 15-24 yr,2006,70.3
Sierra Leone,Male 15-24 yr,2005,70.1
Sierra Leone,Male 15-24 yr,2004,69.8
Sierra Leone,Male 15-24 yr,2003,69
Sierra Leone,Male 15-24 yr,2002,71.5
Sierra Leone,Male 15-24 yr,2001,70.9
Sierra Leone,Male 15-24 yr,2000,69.3
Sierra Leone,Male 15-24 yr,1999,67.7
Sierra Leone,Male 15-24 yr,1998,67.9
Sierra Leone,Male 15-24 yr,1997,65.2
Sierra Leone,Male 15-24 yr,1996,62.3
Sierra Leone,Male 15-24 yr,1995,64.5
Sierra Leone,Male 15-24 yr,1994,64.5
Sierra Leone,Male 15-24 yr,1993,63.7
Sierra Leone,Male 15-24 yr,1992,61.8
Sierra Leone,Male 15-24 yr,1991,60.4
Singapore,Female 15+ yr,2006,48
Singapore,Female 15+ yr,2005,48.1
Singapore,Female 15+ yr,2004,47.9
Singapore,Female 15+ yr,2003,47.4
Singapore,Female 15+ yr,2002,48.3
Singapore,Female 15+ yr,2001,48.8
Singapore,Female 15+ yr,2000,49.9
Singapore,Female 15+ yr,1999,49.5
Singapore,Female 15+ yr,1998,49.6
Singapore,Female 15+ yr,1997,50
Singapore,Female 15+ yr,1996,50.4
Singapore,Female 15+ yr,1995,48.4
Singapore,Female 15+ yr,1994,49.7
Singapore,Female 15+ yr,1993,49.7
Singapore,Female 15+ yr,1992,50.3
Singapore,Female 15+ yr,1991,50
Singapore,Female 15-24 yr,2006,42.1
Singapore,Female 15-24 yr,2005,42.5
Singapore,Female 15-24 yr,2004,41.8
Singapore,Female 15-24 yr,2003,42.9
Singapore,Female 15-24 yr,2002,42.2
Singapore,Female 15-24 yr,2001,45.3
Singapore,Female 15-24 yr,2000,43.9
Singapore,Female 15-24 yr,1999,41.4
Singapore,Female 15-24 yr,1998,40.7
Singapore,Female 15-24 yr,1997,44.8
Singapore,Female 15-24 yr,1996,46.7
Singapore,Female 15-24 yr,1995,48.4
Singapore,Female 15-24 yr,1994,50.6
Singapore,Female 15-24 yr,1993,52.1
Singapore,Female 15-24 yr,1992,54.2
Singapore,Female 15-24 yr,1991,55.4
Singapore,Male 15+ yr,2006,72.7
Singapore,Male 15+ yr,2005,73.4
Singapore,Male 15+ yr,2004,72.9
Singapore,Male 15+ yr,2003,73.5
Singapore,Male 15+ yr,2002,73.6
Singapore,Male 15+ yr,2001,76.2
Singapore,Male 15+ yr,2000,75
Singapore,Male 15+ yr,1999,75.1
Singapore,Male 15+ yr,1998,76.1
Singapore,Male 15+ yr,1997,77.4
Singapore,Male 15+ yr,1996,77.6
Singapore,Male 15+ yr,1995,76.8
Singapore,Male 15+ yr,1994,78.6
Singapore,Male 15+ yr,1993,78.2
Singapore,Male 15+ yr,1992,78.6
Singapore,Male 15+ yr,1991,78.9
Singapore,Male 15-24 yr,2006,40.3
Singapore,Male 15-24 yr,2005,40.9
Singapore,Male 15-24 yr,2004,40.9
Singapore,Male 15-24 yr,2003,42.7
Singapore,Male 15-24 yr,2002,41.6
Singapore,Male 15-24 yr,2001,44.6
Singapore,Male 15-24 yr,2000,43.3
Singapore,Male 15-24 yr,1999,41.7
Singapore,Male 15-24 yr,1998,41.2
Singapore,Male 15-24 yr,1997,44
Singapore,Male 15-24 yr,1996,47
Singapore,Male 15-24 yr,1995,48.5
Singapore,Male 15-24 yr,1994,51.3
Singapore,Male 15-24 yr,1993,53
Singapore,Male 15-24 yr,1992,55.9
Singapore,Male 15-24 yr,1991,56.5
Slovakia,Female 15+ yr,2006,44.6
Slovakia,Female 15+ yr,2005,43
Slovakia,Female 15+ yr,2004,42
Slovakia,Female 15+ yr,2003,43.5
Slovakia,Female 15+ yr,2002,42.8
Slovakia,Female 15+ yr,2001,43.2
Slovakia,Female 15+ yr,2000,42.9
Slovakia,Female 15+ yr,1999,43.5
Slovakia,Female 15+ yr,1998,44.8
Slovakia,Female 15+ yr,1997,45.2
Slovakia,Female 15+ yr,1996,45.7
Slovakia,Female 15+ yr,1995,44.4
Slovakia,Female 15+ yr,1994,44.1
Slovakia,Female 15+ yr,1993,48.2
Slovakia,Female 15+ yr,1992,48.6
Slovakia,Female 15+ yr,1991,49.1
Slovakia,Female 15-24 yr,2006,28.1
Slovakia,Female 15-24 yr,2005,27.3
Slovakia,Female 15-24 yr,2004,26.7
Slovakia,Female 15-24 yr,2003,25.5
Slovakia,Female 15-24 yr,2002,25.4
Slovakia,Female 15-24 yr,2001,26.8
Slovakia,Female 15-24 yr,2000,28.2
Slovakia,Female 15-24 yr,1999,29.1
Slovakia,Female 15-24 yr,1998,32.2
Slovakia,Female 15-24 yr,1997,32.7
Slovakia,Female 15-24 yr,1996,33.2
Slovakia,Female 15-24 yr,1995,31.2
Slovakia,Female 15-24 yr,1994,30.9
Slovakia,Female 15-24 yr,1993,37.9
Slovakia,Female 15-24 yr,1992,39
Slovakia,Female 15-24 yr,1991,40.2
Slovakia,Male 15+ yr,2006,59.3
Slovakia,Male 15+ yr,2005,57.7
Slovakia,Male 15+ yr,2004,56.5
Slovakia,Male 15+ yr,2003,56.9
Slovakia,Male 15+ yr,2002,55.8
Slovakia,Male 15+ yr,2001,55.2
Slovakia,Male 15+ yr,2000,55.2
Slovakia,Male 15+ yr,1999,57.1
Slovakia,Male 15+ yr,1998,60
Slovakia,Male 15+ yr,1997,60.6
Slovakia,Male 15+ yr,1996,61.7
Slovakia,Male 15+ yr,1995,60.3
Slovakia,Male 15+ yr,1994,60
Slovakia,Male 15+ yr,1993,61.5
Slovakia,Male 15+ yr,1992,61.8
Slovakia,Male 15+ yr,1991,62.4
Slovakia,Male 15-24 yr,2006,31.4
Slovakia,Male 15-24 yr,2005,31
Slovakia,Male 15-24 yr,2004,30.1
Slovakia,Male 15-24 yr,2003,30
Slovakia,Male 15-24 yr,2002,29.4
Slovakia,Male 15-24 yr,2001,29.5
Slovakia,Male 15-24 yr,2000,29.9
Slovakia,Male 15-24 yr,1999,33.1
Slovakia,Male 15-24 yr,1998,37.8
Slovakia,Male 15-24 yr,1997,39.8
Slovakia,Male 15-24 yr,1996,40.6
Slovakia,Male 15-24 yr,1995,38.7
Slovakia,Male 15-24 yr,1994,38.4
Slovakia,Male 15-24 yr,1993,42.4
Slovakia,Male 15-24 yr,1992,41.7
Slovakia,Male 15-24 yr,1991,41.6
Slovenia,Female 15+ yr,2006,50.4
Slovenia,Female 15+ yr,2005,50.2
Slovenia,Female 15+ yr,2004,49.8
Slovenia,Female 15+ yr,2003,46.5
Slovenia,Female 15+ yr,2002,48.8
Slovenia,Female 15+ yr,2001,48.3
Slovenia,Female 15+ yr,2000,48.1
Slovenia,Female 15+ yr,1999,48.4
Slovenia,Female 15+ yr,1998,49.5
Slovenia,Female 15+ yr,1997,49
Slovenia,Female 15+ yr,1996,48.3
Slovenia,Female 15+ yr,1995,48.6
Slovenia,Female 15+ yr,1994,47.9
Slovenia,Female 15+ yr,1993,43.8
Slovenia,Female 15+ yr,1992,46.2
Slovenia,Female 15+ yr,1991,48.3
Slovenia,Female 15-24 yr,2006,26.5
Slovenia,Female 15-24 yr,2005,27
Slovenia,Female 15-24 yr,2004,25.5
Slovenia,Female 15-24 yr,2003,22.7
Slovenia,Female 15-24 yr,2002,27.6
Slovenia,Female 15-24 yr,2001,25.6
Slovenia,Female 15-24 yr,2000,27.9
Slovenia,Female 15-24 yr,1999,31.5
Slovenia,Female 15-24 yr,1998,34.2
Slovenia,Female 15-24 yr,1997,33.8
Slovenia,Female 15-24 yr,1996,29.4
Slovenia,Female 15-24 yr,1995,29.1
Slovenia,Female 15-24 yr,1994,29.2
Slovenia,Female 15-24 yr,1993,22
Slovenia,Female 15-24 yr,1992,29.4
Slovenia,Female 15-24 yr,1991,34.3
Slovenia,Male 15+ yr,2006,63
Slovenia,Male 15+ yr,2005,63
Slovenia,Male 15+ yr,2004,62.6
Slovenia,Male 15+ yr,2003,59.3
Slovenia,Male 15+ yr,2002,60.9
Slovenia,Male 15+ yr,2001,60.6
Slovenia,Male 15+ yr,2000,60.1
Slovenia,Male 15+ yr,1999,60.2
Slovenia,Male 15+ yr,1998,61.5
Slovenia,Male 15+ yr,1997,60.5
Slovenia,Male 15+ yr,1996,59.8
Slovenia,Male 15+ yr,1995,61
Slovenia,Male 15+ yr,1994,59.3
Slovenia,Male 15+ yr,1993,52.5
Slovenia,Male 15+ yr,1992,59
Slovenia,Male 15+ yr,1991,62.9
Slovenia,Male 15-24 yr,2006,38.5
Slovenia,Male 15-24 yr,2005,38.7
Slovenia,Male 15-24 yr,2004,38.1
Slovenia,Male 15-24 yr,2003,32.5
Slovenia,Male 15-24 yr,2002,33.5
Slovenia,Male 15-24 yr,2001,33.5
Slovenia,Male 15-24 yr,2000,34
Slovenia,Male 15-24 yr,1999,35.5
Slovenia,Male 15-24 yr,1998,39.4
Slovenia,Male 15-24 yr,1997,41.8
Slovenia,Male 15-24 yr,1996,32.4
Slovenia,Male 15-24 yr,1995,36.6
Slovenia,Male 15-24 yr,1994,33.2
Slovenia,Male 15-24 yr,1993,20.8
Slovenia,Male 15-24 yr,1992,32.9
Slovenia,Male 15-24 yr,1991,39.9
Solomon Islands,Female 15+ yr,2006,51.9
Solomon Islands,Female 15+ yr,2005,51.9
Solomon Islands,Female 15+ yr,2004,52
Solomon Islands,Female 15+ yr,2003,51.9
Solomon Islands,Female 15+ yr,2002,51.9
Solomon Islands,Female 15+ yr,2001,51.8
Solomon Islands,Female 15+ yr,2000,51.8
Solomon Islands,Female 15+ yr,1999,52.2
Solomon Islands,Female 15+ yr,1998,52.3
Solomon Islands,Female 15+ yr,1997,52.3
Solomon Islands,Female 15+ yr,1996,52.4
Solomon Islands,Female 15+ yr,1995,52.7
Solomon Islands,Female 15+ yr,1994,52.8
Solomon Islands,Female 15+ yr,1993,52.7
Solomon Islands,Female 15+ yr,1992,53.1
Solomon Islands,Female 15+ yr,1991,53
Solomon Islands,Female 15-24 yr,2006,47.1
Solomon Islands,Female 15-24 yr,2005,47.3
Solomon Islands,Female 15-24 yr,2004,47.6
Solomon Islands,Female 15-24 yr,2003,47.9
Solomon Islands,Female 15-24 yr,2002,47.8
Solomon Islands,Female 15-24 yr,2001,47.6
Solomon Islands,Female 15-24 yr,2000,47.5
Solomon Islands,Female 15-24 yr,1999,48.6
Solomon Islands,Female 15-24 yr,1998,49.1
Solomon Islands,Female 15-24 yr,1997,49.4
Solomon Islands,Female 15-24 yr,1996,49.9
Solomon Islands,Female 15-24 yr,1995,50.6
Solomon Islands,Female 15-24 yr,1994,50.4
Solomon Islands,Female 15-24 yr,1993,49.8
Solomon Islands,Female 15-24 yr,1992,49.9
Solomon Islands,Female 15-24 yr,1991,49.2
Solomon Islands,Male 15+ yr,2006,79
Solomon Islands,Male 15+ yr,2005,79
Solomon Islands,Male 15+ yr,2004,79
Solomon Islands,Male 15+ yr,2003,79
Solomon Islands,Male 15+ yr,2002,78.6
Solomon Islands,Male 15+ yr,2001,78.2
Solomon Islands,Male 15+ yr,2000,77.8
Solomon Islands,Male 15+ yr,1999,78.4
Solomon Islands,Male 15+ yr,1998,78.5
Solomon Islands,Male 15+ yr,1997,78.3
Solomon Islands,Male 15+ yr,1996,78.4
Solomon Islands,Male 15+ yr,1995,78.7
Solomon Islands,Male 15+ yr,1994,78.4
Solomon Islands,Male 15+ yr,1993,78
Solomon Islands,Male 15+ yr,1992,78.1
Solomon Islands,Male 15+ yr,1991,77.7
Solomon Islands,Male 15-24 yr,2006,58
Solomon Islands,Male 15-24 yr,2005,58.3
Solomon Islands,Male 15-24 yr,2004,58.7
Solomon Islands,Male 15-24 yr,2003,58.9
Solomon Islands,Male 15-24 yr,2002,58.7
Solomon Islands,Male 15-24 yr,2001,58.5
Solomon Islands,Male 15-24 yr,2000,58.4
Solomon Islands,Male 15-24 yr,1999,59.6
Solomon Islands,Male 15-24 yr,1998,60.2
Solomon Islands,Male 15-24 yr,1997,60.4
Solomon Islands,Male 15-24 yr,1996,60.9
Solomon Islands,Male 15-24 yr,1995,61.6
Solomon Islands,Male 15-24 yr,1994,61.3
Solomon Islands,Male 15-24 yr,1993,60.6
Solomon Islands,Male 15-24 yr,1992,60.7
Solomon Islands,Male 15-24 yr,1991,60
Somalia,Female 15+ yr,2006,53.6
Somalia,Female 15+ yr,2005,53.6
Somalia,Female 15+ yr,2004,53.7
Somalia,Female 15+ yr,2003,53.7
Somalia,Female 15+ yr,2002,53.6
Somalia,Female 15+ yr,2001,53.6
Somalia,Female 15+ yr,2000,53.7
Somalia,Female 15+ yr,1999,53.4
Somalia,Female 15+ yr,1998,53.4
Somalia,Female 15+ yr,1997,53.3
Somalia,Female 15+ yr,1996,53
Somalia,Female 15+ yr,1995,52.9
Somalia,Female 15+ yr,1994,53.2
Somalia,Female 15+ yr,1993,53.7
Somalia,Female 15+ yr,1992,54.4
Somalia,Female 15+ yr,1991,54.5
Somalia,Female 15-24 yr,2006,54.2
Somalia,Female 15-24 yr,2005,54.2
Somalia,Female 15-24 yr,2004,54.4
Somalia,Female 15-24 yr,2003,54.3
Somalia,Female 15-24 yr,2002,54.3
Somalia,Female 15-24 yr,2001,54.5
Somalia,Female 15-24 yr,2000,54.7
Somalia,Female 15-24 yr,1999,54.3
Somalia,Female 15-24 yr,1998,54.4
Somalia,Female 15-24 yr,1997,54.3
Somalia,Female 15-24 yr,1996,53.8
Somalia,Female 15-24 yr,1995,53.8
Somalia,Female 15-24 yr,1994,54.1
Somalia,Female 15-24 yr,1993,54.9
Somalia,Female 15-24 yr,1992,56.4
Somalia,Female 15-24 yr,1991,56.6
Somalia,Male 15+ yr,2006,85.8
Somalia,Male 15+ yr,2005,85.8
Somalia,Male 15+ yr,2004,85.8
Somalia,Male 15+ yr,2003,85.7
Somalia,Male 15+ yr,2002,85.6
Somalia,Male 15+ yr,2001,85.5
Somalia,Male 15+ yr,2000,85.6
Somalia,Male 15+ yr,1999,85.3
