Country,Subgroup,Year,Value
Afghanistan,Female 15+ yr,2006,33.8
Afghanistan,Female 15+ yr,2005,34.1
Afghanistan,Female 15+ yr,2004,31.5
Afghanistan,Female 15+ yr,2003,33.1
Afghanistan,Female 15+ yr,2002,34.8
Afghanistan,Female 15+ yr,2001,30
Afghanistan,Female 15+ yr,2000,30.2
Afghanistan,Female 15+ yr,1999,30.2
Afghanistan,Female 15+ yr,1998,30.1
Afghanistan,Female 15+ yr,1997,30
Afghanistan,Female 15+ yr,1996,30.1
Afghanistan,Female 15+ yr,1995,30
Afghanistan,Female 15+ yr,1994,30
Afghanistan,Female 15+ yr,1993,29.8
Afghanistan,Female 15+ yr,1992,30
Afghanistan,Female 15+ yr,1991,29.9
Afghanistan,Female 15-24 yr,2006,27.4
Afghanistan,Female 15-24 yr,2005,29.5
Afghanistan,Female 15-24 yr,2004,25
Afghanistan,Female 15-24 yr,2003,28.1
Afghanistan,Female 15-24 yr,2002,31.9
Afghanistan,Female 15-24 yr,2001,22.7
Afghanistan,Female 15-24 yr,2000,23.5
Afghanistan,Female 15-24 yr,1999,23.4
Afghanistan,Female 15-24 yr,1998,23.2
Afghanistan,Female 15-24 yr,1997,23.1
Afghanistan,Female 15-24 yr,1996,23.4
Afghanistan,Female 15-24 yr,1995,23.3
Afghanistan,Female 15-24 yr,1994,23.1
Afghanistan,Female 15-24 yr,1993,22.5
Afghanistan,Female 15-24 yr,1992,22.9
Afghanistan,Female 15-24 yr,1991,22.6
Afghanistan,Male 15+ yr,2006,81.1
Afghanistan,Male 15+ yr,2005,81.7
Afghanistan,Male 15+ yr,2004,79.9
Afghanistan,Male 15+ yr,2003,80.5
Afghanistan,Male 15+ yr,2002,81.3
Afghanistan,Male 15+ yr,2001,79.6
Afghanistan,Male 15+ yr,2000,79.9
Afghanistan,Male 15+ yr,1999,79.9
Afghanistan,Male 15+ yr,1998,79.9
Afghanistan,Male 15+ yr,1997,79.9
Afghanistan,Male 15+ yr,1996,79.9
Afghanistan,Male 15+ yr,1995,79.9
Afghanistan,Male 15+ yr,1994,79.8
Afghanistan,Male 15+ yr,1993,79.7
Afghanistan,Male 15+ yr,1992,79.7
Afghanistan,Male 15+ yr,1991,79.6
Afghanistan,Male 15-24 yr,2006,62
Afghanistan,Male 15-24 yr,2005,63.6
Afghanistan,Male 15-24 yr,2004,59.5
Afghanistan,Male 15-24 yr,2003,61.5
Afghanistan,Male 15-24 yr,2002,64.7
Afghanistan,Male 15-24 yr,2001,58.2
Afghanistan,Male 15-24 yr,2000,58.9
Afghanistan,Male 15-24 yr,1999,58.9
Afghanistan,Male 15-24 yr,1998,58.7
Afghanistan,Male 15-24 yr,1997,58.7
Afghanistan,Male 15-24 yr,1996,58.9
Afghanistan,Male 15-24 yr,1995,58.8
Afghanistan,Male 15-24 yr,1994,58.7
Afghanistan,Male 15-24 yr,1993,58.1
Afghanistan,Male 15-24 yr,1992,58.3
Afghanistan,Male 15-24 yr,1991,58
Albania,Female 15+ yr,2006,41.6
Albania,Female 15+ yr,2005,41.8
Albania,Female 15+ yr,2004,42.1
Albania,Female 15+ yr,2003,42.1
Albania,Female 15+ yr,2002,41.5
Albania,Female 15+ yr,2001,41.9
Albania,Female 15+ yr,2000,42.4
Albania,Female 15+ yr,1999,42.9
Albania,Female 15+ yr,1998,43.4
Albania,Female 15+ yr,1997,44.7
Albania,Female 15+ yr,1996,44.8
Albania,Female 15+ yr,1995,45.4
Albania,Female 15+ yr,1994,45.9
Albania,Female 15+ yr,1993,46.4
Albania,Female 15+ yr,1992,48.2
Albania,Female 15+ yr,1991,50.1
Albania,Female 15-24 yr,2006,32.6
Albania,Female 15-24 yr,2005,32.7
Albania,Female 15-24 yr,2004,32.8
Albania,Female 15-24 yr,2003,32.3
Albania,Female 15-24 yr,2002,31.4
Albania,Female 15-24 yr,2001,31.5
Albania,Female 15-24 yr,2000,31.6
Albania,Female 15-24 yr,1999,31.7
Albania,Female 15-24 yr,1998,31.8
Albania,Female 15-24 yr,1997,32.6
Albania,Female 15-24 yr,1996,32.2
Albania,Female 15-24 yr,1995,32.2
Albania,Female 15-24 yr,1994,32.3
Albania,Female 15-24 yr,1993,32.5
Albania,Female 15-24 yr,1992,34.8
Albania,Female 15-24 yr,1991,37.2
Albania,Male 15+ yr,2006,60
Albania,Male 15+ yr,2005,60.7
Albania,Male 15+ yr,2004,60.9
Albania,Male 15+ yr,2003,61.2
Albania,Male 15+ yr,2002,60.6
Albania,Male 15+ yr,2001,61.1
Albania,Male 15+ yr,2000,62
Albania,Male 15+ yr,1999,62.9
Albania,Male 15+ yr,1998,64.2
Albania,Male 15+ yr,1997,66.5
Albania,Male 15+ yr,1996,66.1
Albania,Male 15+ yr,1995,67
Albania,Male 15+ yr,1994,67.4
Albania,Male 15+ yr,1993,67.6
Albania,Male 15+ yr,1992,70.1
Albania,Male 15+ yr,1991,72.6
Albania,Male 15-24 yr,2006,40.8
Albania,Male 15-24 yr,2005,41.8
Albania,Male 15-24 yr,2004,40.7
Albania,Male 15-24 yr,2003,40.3
Albania,Male 15-24 yr,2002,39.1
Albania,Male 15-24 yr,2001,38.5
Albania,Male 15-24 yr,2000,39.2
Albania,Male 15-24 yr,1999,40
Albania,Male 15-24 yr,1998,42.5
Albania,Male 15-24 yr,1997,45.5
Albania,Male 15-24 yr,1996,43.8
Albania,Male 15-24 yr,1995,45.6
Albania,Male 15-24 yr,1994,45.3
Albania,Male 15-24 yr,1993,45
Albania,Male 15-24 yr,1992,48.4
Albania,Male 15-24 yr,1991,51.9
Algeria,Female 15+ yr,2006,30.7
Algeria,Female 15+ yr,2005,29.9
Algeria,Female 15+ yr,2004,27.4
Algeria,Female 15+ yr,2003,25.1
Algeria,Female 15+ yr,2002,23.9
Algeria,Female 15+ yr,2001,22.7
Algeria,Female 15+ yr,2000,21.3
Algeria,Female 15+ yr,1999,20.6
Algeria,Female 15+ yr,1998,21.5
Algeria,Female 15+ yr,1997,20.1
Algeria,Female 15+ yr,1996,18.6
Algeria,Female 15+ yr,1995,18.1
Algeria,Female 15+ yr,1994,18.1
Algeria,Female 15+ yr,1993,17.6
Algeria,Female 15+ yr,1992,17
Algeria,Female 15+ yr,1991,16.5
Algeria,Female 15-24 yr,2006,19.8
Algeria,Female 15-24 yr,2005,19.4
Algeria,Female 15-24 yr,2004,16.7
Algeria,Female 15-24 yr,2003,15
Algeria,Female 15-24 yr,2002,13.7
Algeria,Female 15-24 yr,2001,12.7
Algeria,Female 15-24 yr,2000,11.5
Algeria,Female 15-24 yr,1999,11.4
Algeria,Female 15-24 yr,1998,13
Algeria,Female 15-24 yr,1997,11.9
Algeria,Female 15-24 yr,1996,10.9
Algeria,Female 15-24 yr,1995,10.7
Algeria,Female 15-24 yr,1994,11.3
Algeria,Female 15-24 yr,1993,11.1
Algeria,Female 15-24 yr,1992,10.9
Algeria,Female 15-24 yr,1991,10.7
Algeria,Male 15+ yr,2006,68.7
Algeria,Male 15+ yr,2005,68.3
Algeria,Male 15+ yr,2004,64.4
Algeria,Male 15+ yr,2003,61.5
Algeria,Male 15+ yr,2002,59.8
Algeria,Male 15+ yr,2001,58.3
Algeria,Male 15+ yr,2000,56.8
Algeria,Male 15+ yr,1999,56.8
Algeria,Male 15+ yr,1998,60.9
Algeria,Male 15+ yr,1997,59
Algeria,Male 15+ yr,1996,57
Algeria,Male 15+ yr,1995,56.9
Algeria,Male 15+ yr,1994,58.6
Algeria,Male 15+ yr,1993,58.5
Algeria,Male 15+ yr,1992,58.2
Algeria,Male 15+ yr,1991,58.1
Algeria,Male 15-24 yr,2006,45.8
Algeria,Male 15-24 yr,2005,45.6
Algeria,Male 15-24 yr,2004,40.3
Algeria,Male 15-24 yr,2003,36.5
Algeria,Male 15-24 yr,2002,34.7
Algeria,Male 15-24 yr,2001,33.1
Algeria,Male 15-24 yr,2000,30.8
Algeria,Male 15-24 yr,1999,31
Algeria,Male 15-24 yr,1998,36.1
Algeria,Male 15-24 yr,1997,33.8
Algeria,Male 15-24 yr,1996,31.5
Algeria,Male 15-24 yr,1995,31.3
Algeria,Male 15-24 yr,1994,33.1
Algeria,Male 15-24 yr,1993,32.9
Algeria,Male 15-24 yr,1992,32.6
Algeria,Male 15-24 yr,1991,32.5
Angola,Female 15+ yr,2006,67.5
Angola,Female 15+ yr,2005,67.8
Angola,Female 15+ yr,2004,67.4
Angola,Female 15+ yr,2003,66.9
Angola,Female 15+ yr,2002,67.6
Angola,Female 15+ yr,2001,67.3
Angola,Female 15+ yr,2000,67.4
Angola,Female 15+ yr,1999,67.4
Angola,Female 15+ yr,1998,67.4
Angola,Female 15+ yr,1997,67.9
Angola,Female 15+ yr,1996,68.8
Angola,Female 15+ yr,1995,68.6
Angola,Female 15+ yr,1994,67.3
Angola,Female 15+ yr,1993,66.1
Angola,Female 15+ yr,1992,66.7
Angola,Female 15+ yr,1991,67.3
Angola,Female 15-24 yr,2006,60.6
Angola,Female 15-24 yr,2005,61.3
Angola,Female 15-24 yr,2004,60.4
Angola,Female 15-24 yr,2003,58.9
Angola,Female 15-24 yr,2002,60.5
Angola,Female 15-24 yr,2001,60.3
Angola,Female 15-24 yr,2000,60.2
Angola,Female 15-24 yr,1999,59.9
Angola,Female 15-24 yr,1998,60.2
Angola,Female 15-24 yr,1997,61.5
Angola,Female 15-24 yr,1996,63.2
Angola,Female 15-24 yr,1995,62.9
Angola,Female 15-24 yr,1994,58.2
Angola,Female 15-24 yr,1993,56.9
Angola,Female 15-24 yr,1992,56.7
Angola,Female 15-24 yr,1991,59.1
Angola,Male 15+ yr,2006,83
Angola,Male 15+ yr,2005,83.3
Angola,Male 15+ yr,2004,82.8
Angola,Male 15+ yr,2003,81.6
Angola,Male 15+ yr,2002,82.6
Angola,Male 15+ yr,2001,82.8
Angola,Male 15+ yr,2000,82.6
Angola,Male 15+ yr,1999,82.3
Angola,Male 15+ yr,1998,82.6
Angola,Male 15+ yr,1997,83.4
Angola,Male 15+ yr,1996,84.2
Angola,Male 15+ yr,1995,84.1
Angola,Male 15+ yr,1994,80.5
Angola,Male 15+ yr,1993,80.7
Angola,Male 15+ yr,1992,79.4
Angola,Male 15+ yr,1991,81.5
Angola,Male 15-24 yr,2006,70.6
Angola,Male 15-24 yr,2005,71.4
Angola,Male 15-24 yr,2004,70.3
Angola,Male 15-24 yr,2003,68.4
Angola,Male 15-24 yr,2002,70.2
Angola,Male 15-24 yr,2001,70
Angola,Male 15-24 yr,2000,69.7
Angola,Male 15-24 yr,1999,69.2
Angola,Male 15-24 yr,1998,69.5
Angola,Male 15-24 yr,1997,70.9
Angola,Male 15-24 yr,1996,72.6
Angola,Male 15-24 yr,1995,72.2
Angola,Male 15-24 yr,1994,66.8
Angola,Male 15-24 yr,1993,65.8
Angola,Male 15-24 yr,1992,65.1
Angola,Male 15-24 yr,1991,68
Argentina,Female 15+ yr,2006,49
Argentina,Female 15+ yr,2005,48.1
Argentina,Female 15+ yr,2004,47.1
Argentina,Female 15+ yr,2003,46.7
Argentina,Female 15+ yr,2002,43.6
Argentina,Female 15+ yr,2001,42.6
Argentina,Female 15+ yr,2000,41.5
Argentina,Female 15+ yr,1999,40.1
Argentina,Female 15+ yr,1998,39.4
Argentina,Female 15+ yr,1997,39.2
Argentina,Female 15+ yr,1996,38.6
Argentina,Female 15+ yr,1995,37.4
Argentina,Female 15+ yr,1994,36.7
Argentina,Female 15+ yr,1993,36.2
Argentina,Female 15+ yr,1992,35.9
Argentina,Female 15+ yr,1991,35.8
Argentina,Female 15-24 yr,2006,36.4
Argentina,Female 15-24 yr,2005,36.1
Argentina,Female 15-24 yr,2004,35.8
Argentina,Female 15-24 yr,2003,35.6
Argentina,Female 15-24 yr,2002,32.1
Argentina,Female 15-24 yr,2001,32.7
Argentina,Female 15-24 yr,2000,32.7
Argentina,Female 15-24 yr,1999,31.8
Argentina,Female 15-24 yr,1998,32.1
Argentina,Female 15-24 yr,1997,32.2
Argentina,Female 15-24 yr,1996,31.4
Argentina,Female 15-24 yr,1995,29.9
Argentina,Female 15-24 yr,1994,30.3
Argentina,Female 15-24 yr,1993,29.9
Argentina,Female 15-24 yr,1992,30
Argentina,Female 15-24 yr,1991,29.8
Argentina,Male 15+ yr,2006,71.5
Argentina,Male 15+ yr,2005,71.5
Argentina,Male 15+ yr,2004,71.5
Argentina,Male 15+ yr,2003,71.7
Argentina,Male 15+ yr,2002,69.4
Argentina,Male 15+ yr,2001,69.9
Argentina,Male 15+ yr,2000,70.1
Argentina,Male 15+ yr,1999,69.7
Argentina,Male 15+ yr,1998,70.3
Argentina,Male 15+ yr,1997,70.8
Argentina,Male 15+ yr,1996,70.8
Argentina,Male 15+ yr,1995,70.1
Argentina,Male 15+ yr,1994,71.2
Argentina,Male 15+ yr,1993,71.7
Argentina,Male 15+ yr,1992,72.5
Argentina,Male 15+ yr,1991,73
Argentina,Male 15-24 yr,2006,55.5
Argentina,Male 15-24 yr,2005,55.7
Argentina,Male 15-24 yr,2004,55.8
Argentina,Male 15-24 yr,2003,56.9
Argentina,Male 15-24 yr,2002,54.4
Argentina,Male 15-24 yr,2001,54.3
Argentina,Male 15-24 yr,2000,54.1
Argentina,Male 15-24 yr,1999,53.4
Argentina,Male 15-24 yr,1998,53.6
Argentina,Male 15-24 yr,1997,54.5
Argentina,Male 15-24 yr,1996,55.1
Argentina,Male 15-24 yr,1995,54.5
Argentina,Male 15-24 yr,1994,55.5
Argentina,Male 15-24 yr,1993,56.7
Argentina,Male 15-24 yr,1992,58.3
Argentina,Male 15-24 yr,1991,60.2
Armenia,Female 15+ yr,2006,43.5
Armenia,Female 15+ yr,2005,43.7
Armenia,Female 15+ yr,2004,43.8
Armenia,Female 15+ yr,2003,45.9
Armenia,Female 15+ yr,2002,45.7
Armenia,Female 15+ yr,2001,45.4
Armenia,Female 15+ yr,2000,45.1
Armenia,Female 15+ yr,1999,45
Armenia,Female 15+ yr,1998,45.2
Armenia,Female 15+ yr,1997,45
Armenia,Female 15+ yr,1996,47.7
Armenia,Female 15+ yr,1995,50.2
Armenia,Female 15+ yr,1994,53
Armenia,Female 15+ yr,1993,55.9
Armenia,Female 15+ yr,1992,58.8
Armenia,Female 15+ yr,1991,61.3
Armenia,Female 15-24 yr,2006,19.8
Armenia,Female 15-24 yr,2005,19.8
Armenia,Female 15-24 yr,2004,20
Armenia,Female 15-24 yr,2003,22.3
Armenia,Female 15-24 yr,2002,22.1
Armenia,Female 15-24 yr,2001,21.8
Armenia,Female 15-24 yr,2000,21.4
Armenia,Female 15-24 yr,1999,21.1
Armenia,Female 15-24 yr,1998,21
Armenia,Female 15-24 yr,1997,20.4
Armenia,Female 15-24 yr,1996,24.3
Armenia,Female 15-24 yr,1995,28.1
Armenia,Female 15-24 yr,1994,32.9
Armenia,Female 15-24 yr,1993,38.1
Armenia,Female 15-24 yr,1992,43.9
Armenia,Female 15-24 yr,1991,48.3
Armenia,Male 15+ yr,2006,54.8
Armenia,Male 15+ yr,2005,55.1
Armenia,Male 15+ yr,2004,55.3
Armenia,Male 15+ yr,2003,57.7
Armenia,Male 15+ yr,2002,58.2
Armenia,Male 15+ yr,2001,58.5
Armenia,Male 15+ yr,2000,58.9
Armenia,Male 15+ yr,1999,59.4
Armenia,Male 15+ yr,1998,60.5
Armenia,Male 15+ yr,1997,60.9
Armenia,Male 15+ yr,1996,64
Armenia,Male 15+ yr,1995,65.8
Armenia,Male 15+ yr,1994,68.3
Armenia,Male 15+ yr,1993,70.8
Armenia,Male 15+ yr,1992,73.5
Armenia,Male 15+ yr,1991,74.7
Armenia,Male 15-24 yr,2006,18.9
Armenia,Male 15-24 yr,2005,19.2
Armenia,Male 15-24 yr,2004,19.4
Armenia,Male 15-24 yr,2003,22.6
Armenia,Male 15-24 yr,2002,22.5
Armenia,Male 15-24 yr,2001,22.1
Armenia,Male 15-24 yr,2000,21.8
Armenia,Male 15-24 yr,1999,21.6
Armenia,Male 15-24 yr,1998,21.8
Armenia,Male 15-24 yr,1997,21.4
Armenia,Male 15-24 yr,1996,26.7
Armenia,Male 15-24 yr,1995,31.4
Armenia,Male 15-24 yr,1994,37.1
Armenia,Male 15-24 yr,1993,43
Armenia,Male 15-24 yr,1992,49.1
Armenia,Male 15-24 yr,1991,54.2
Australia,Female 15+ yr,2006,53.6
Australia,Female 15+ yr,2005,53.1
Australia,Female 15+ yr,2004,52.6
Australia,Female 15+ yr,2003,51.7
Australia,Female 15+ yr,2002,51.7
Australia,Female 15+ yr,2001,51.4
Australia,Female 15+ yr,2000,51.3
Australia,Female 15+ yr,1999,49.6
Australia,Female 15+ yr,1998,49.5
Australia,Female 15+ yr,1997,48.3
Australia,Female 15+ yr,1996,49
Australia,Female 15+ yr,1995,49.1
Australia,Female 15+ yr,1994,47
Australia,Female 15+ yr,1993,46.1
Australia,Female 15+ yr,1992,46.4
Australia,Female 15+ yr,1991,46.8
Australia,Female 15-24 yr,2006,62.5
Australia,Female 15-24 yr,2005,61.2
Australia,Female 15-24 yr,2004,60.5
Australia,Female 15-24 yr,2003,58.4
Australia,Female 15-24 yr,2002,58.7
Australia,Female 15-24 yr,2001,58.9
Australia,Female 15-24 yr,2000,60.1
Australia,Female 15-24 yr,1999,57.5
Australia,Female 15-24 yr,1998,56.2
Australia,Female 15-24 yr,1997,55.2
Australia,Female 15-24 yr,1996,57.6
Australia,Female 15-24 yr,1995,57.5
Australia,Female 15-24 yr,1994,55
Australia,Female 15-24 yr,1993,52.1
Australia,Female 15-24 yr,1992,53.5
Australia,Female 15-24 yr,1991,54
Australia,Male 15+ yr,2006,66.4
Australia,Male 15+ yr,2005,66.8
Australia,Male 15+ yr,2004,66.8
Australia,Male 15+ yr,2003,66.5
Australia,Male 15+ yr,2002,66.6
Australia,Male 15+ yr,2001,66.6
Australia,Male 15+ yr,2000,67.2
Australia,Male 15+ yr,1999,66.8
Australia,Male 15+ yr,1998,66.3
Australia,Male 15+ yr,1997,65.8
Australia,Male 15+ yr,1996,67
Australia,Male 15+ yr,1995,66.9
Australia,Male 15+ yr,1994,65.8
Australia,Male 15+ yr,1993,64.6
Australia,Male 15+ yr,1992,65.4
Australia,Male 15+ yr,1991,66.8
Australia,Male 15-24 yr,2006,62.9
Australia,Male 15-24 yr,2005,62.3
Australia,Male 15-24 yr,2004,61.7
Australia,Male 15-24 yr,2003,60
Australia,Male 15-24 yr,2002,60
Australia,Male 15-24 yr,2001,60.2
Australia,Male 15-24 yr,2000,60.4
Australia,Male 15-24 yr,1999,60.7
Australia,Male 15-24 yr,1998,59.2
Australia,Male 15-24 yr,1997,56.9
Australia,Male 15-24 yr,1996,60.9
Australia,Male 15-24 yr,1995,60.2
Australia,Male 15-24 yr,1994,58.2
Australia,Male 15-24 yr,1993,55.9
Australia,Male 15-24 yr,1992,56.2
Australia,Male 15-24 yr,1991,57
Austria,Female 15+ yr,2006,47.9
Austria,Female 15+ yr,2005,47.3
Austria,Female 15+ yr,2004,47.1
Austria,Female 15+ yr,2003,48.5
Austria,Female 15+ yr,2002,46.2
Austria,Female 15+ yr,2001,47
Austria,Female 15+ yr,2000,46.5
Austria,Female 15+ yr,1999,46.4
Austria,Female 15+ yr,1998,45.9
Austria,Female 15+ yr,1997,45.8
Austria,Female 15+ yr,1996,45.7
Austria,Female 15+ yr,1995,46.2
Austria,Female 15+ yr,1994,46.1
Austria,Female 15+ yr,1993,43.4
Austria,Female 15+ yr,1992,43.2
Austria,Female 15+ yr,1991,42.1
Austria,Female 15-24 yr,2006,44.3
Austria,Female 15-24 yr,2005,42.9
Austria,Female 15-24 yr,2004,43
Austria,Female 15-24 yr,2003,46
Austria,Female 15-24 yr,2002,43.9
Austria,Female 15-24 yr,2001,46.5
Austria,Female 15-24 yr,2000,47.5
Austria,Female 15-24 yr,1999,48.5
Austria,Female 15-24 yr,1998,50
Austria,Female 15-24 yr,1997,50.4
Austria,Female 15-24 yr,1996,51.5
Austria,Female 15-24 yr,1995,53.2
Austria,Female 15-24 yr,1994,56.2
Austria,Female 15-24 yr,1993,55.5
Austria,Female 15-24 yr,1992,59.2
Austria,Female 15-24 yr,1991,58.5
Austria,Male 15+ yr,2006,62.7
Austria,Male 15+ yr,2005,62.7
Austria,Male 15+ yr,2004,63.3
Austria,Male 15+ yr,2003,65.5
Austria,Male 15+ yr,2002,62.8
Austria,Male 15+ yr,2001,65.8
Austria,Male 15+ yr,2000,66.2
Austria,Male 15+ yr,1999,66.3
Austria,Male 15+ yr,1998,66.1
Austria,Male 15+ yr,1997,66.5
Austria,Male 15+ yr,1996,66.8
Austria,Male 15+ yr,1995,68
Austria,Male 15+ yr,1994,67.6
Austria,Male 15+ yr,1993,67.1
Austria,Male 15+ yr,1992,67.7
Austria,Male 15+ yr,1991,67.6
Austria,Male 15-24 yr,2006,54.6
Austria,Male 15-24 yr,2005,51.9
Austria,Male 15-24 yr,2004,53
Austria,Male 15-24 yr,2003,57.2
Austria,Male 15-24 yr,2002,53.4
Austria,Male 15-24 yr,2001,57
Austria,Male 15-24 yr,2000,58.4
Austria,Male 15-24 yr,1999,59.3
Austria,Male 15-24 yr,1998,58.4
Austria,Male 15-24 yr,1997,59.4
Austria,Male 15-24 yr,1996,60
Austria,Male 15-24 yr,1995,61.4
Austria,Male 15-24 yr,1994,62.5
Austria,Male 15-24 yr,1993,61.8
Austria,Male 15-24 yr,1992,64
Austria,Male 15-24 yr,1991,64
Azerbaijan,Female 15+ yr,2006,56
Azerbaijan,Female 15+ yr,2005,55.1
Azerbaijan,Female 15+ yr,2004,53.4
Azerbaijan,Female 15+ yr,2003,53.5
Azerbaijan,Female 15+ yr,2002,53.2
Azerbaijan,Female 15+ yr,2001,52.8
Azerbaijan,Female 15+ yr,2000,52.5
Azerbaijan,Female 15+ yr,1999,52.2
Azerbaijan,Female 15+ yr,1998,51.6
Azerbaijan,Female 15+ yr,1997,51.2
Azerbaijan,Female 15+ yr,1996,50.5
Azerbaijan,Female 15+ yr,1995,50.3
Azerbaijan,Female 15+ yr,1994,50.8
Azerbaijan,Female 15+ yr,1993,51.6
Azerbaijan,Female 15+ yr,1992,52.2
Azerbaijan,Female 15+ yr,1991,52.2
Azerbaijan,Female 15-24 yr,2006,37.6
Azerbaijan,Female 15-24 yr,2005,36.6
Azerbaijan,Female 15-24 yr,2004,34.8
Azerbaijan,Female 15-24 yr,2003,34.6
Azerbaijan,Female 15-24 yr,2002,34.4
Azerbaijan,Female 15-24 yr,2001,34.2
Azerbaijan,Female 15-24 yr,2000,34
Azerbaijan,Female 15-24 yr,1999,33.8
Azerbaijan,Female 15-24 yr,1998,33.4
Azerbaijan,Female 15-24 yr,1997,33.2
Azerbaijan,Female 15-24 yr,1996,32.9
Azerbaijan,Female 15-24 yr,1995,32.7
Azerbaijan,Female 15-24 yr,1994,33.8
Azerbaijan,Female 15-24 yr,1993,35
Azerbaijan,Female 15-24 yr,1992,35.6
Azerbaijan,Female 15-24 yr,1991,35.4
Azerbaijan,Male 15+ yr,2006,67
Azerbaijan,Male 15+ yr,2005,66.8
Azerbaijan,Male 15+ yr,2004,65.5
Azerbaijan,Male 15+ yr,2003,65.7
Azerbaijan,Male 15+ yr,2002,65.5
Azerbaijan,Male 15+ yr,2001,65.8
Azerbaijan,Male 15+ yr,2000,65.7
Azerbaijan,Male 15+ yr,1999,65.9
Azerbaijan,Male 15+ yr,1998,65.5
Azerbaijan,Male 15+ yr,1997,66.1
Azerbaijan,Male 15+ yr,1996,65.6
Azerbaijan,Male 15+ yr,1995,65.4
Azerbaijan,Male 15+ yr,1994,66.3
Azerbaijan,Male 15+ yr,1993,65.7
Azerbaijan,Male 15+ yr,1992,65.6
Azerbaijan,Male 15+ yr,1991,65.4
Azerbaijan,Male 15-24 yr,2006,43.8
Azerbaijan,Male 15-24 yr,2005,43.8
Azerbaijan,Male 15-24 yr,2004,42.8
Azerbaijan,Male 15-24 yr,2003,43
Azerbaijan,Male 15-24 yr,2002,42
Azerbaijan,Male 15-24 yr,2001,42.4
Azerbaijan,Male 15-24 yr,2000,41.6
Azerbaijan,Male 15-24 yr,1999,40.5
Azerbaijan,Male 15-24 yr,1998,40.6
Azerbaijan,Male 15-24 yr,1997,42
Azerbaijan,Male 15-24 yr,1996,42.1
Azerbaijan,Male 15-24 yr,1995,41.7
Azerbaijan,Male 15-24 yr,1994,44.1
Azerbaijan,Male 15-24 yr,1993,42.1
Azerbaijan,Male 15-24 yr,1992,42.1
Azerbaijan,Male 15-24 yr,1991,43.1
Bahamas,Female 15+ yr,2006,57.2
Bahamas,Female 15+ yr,2005,57.1
Bahamas,Female 15+ yr,2004,57.2
Bahamas,Female 15+ yr,2003,56.6
Bahamas,Female 15+ yr,2002,58.2
Bahamas,Female 15+ yr,2001,59.5
Bahamas,Female 15+ yr,2000,59.2
Bahamas,Female 15+ yr,1999,58.4
Bahamas,Female 15+ yr,1998,58.3
Bahamas,Female 15+ yr,1997,57.1
Bahamas,Female 15+ yr,1996,54.9
Bahamas,Female 15+ yr,1995,56.4
Bahamas,Female 15+ yr,1994,54.4
Bahamas,Female 15+ yr,1993,54.7
Bahamas,Female 15+ yr,1992,52.8
Bahamas,Female 15+ yr,1991,54.7
Bahamas,Female 15-24 yr,2006,41.7
Bahamas,Female 15-24 yr,2005,41.5
Bahamas,Female 15-24 yr,2004,39.8
Bahamas,Female 15-24 yr,2003,38.2
Bahamas,Female 15-24 yr,2002,41.4
Bahamas,Female 15-24 yr,2001,43.4
Bahamas,Female 15-24 yr,2000,42.2
Bahamas,Female 15-24 yr,1999,41
Bahamas,Female 15-24 yr,1998,41.2
Bahamas,Female 15-24 yr,1997,37.8
Bahamas,Female 15-24 yr,1996,37.3
Bahamas,Female 15-24 yr,1995,40.2
Bahamas,Female 15-24 yr,1994,38.3
Bahamas,Female 15-24 yr,1993,38.2
Bahamas,Female 15-24 yr,1992,36
Bahamas,Female 15-24 yr,1991,39
Bahamas,Male 15+ yr,2006,64.6
Bahamas,Male 15+ yr,2005,64.6
Bahamas,Male 15+ yr,2004,64.6
Bahamas,Male 15+ yr,2003,65.4
Bahamas,Male 15+ yr,2002,66.2
Bahamas,Male 15+ yr,2001,67.8
Bahamas,Male 15+ yr,2000,68
Bahamas,Male 15+ yr,1999,68.6
Bahamas,Male 15+ yr,1998,68.6
Bahamas,Male 15+ yr,1997,67.8
Bahamas,Male 15+ yr,1996,68.6
Bahamas,Male 15+ yr,1995,68.5
Bahamas,Male 15+ yr,1994,67.1
Bahamas,Male 15+ yr,1993,67.2
Bahamas,Male 15+ yr,1992,66.5
Bahamas,Male 15+ yr,1991,67.8
Bahamas,Male 15-24 yr,2006,45.2
Bahamas,Male 15-24 yr,2005,45.2
Bahamas,Male 15-24 yr,2004,43.8
Bahamas,Male 15-24 yr,2003,45.9
Bahamas,Male 15-24 yr,2002,47.3
Bahamas,Male 15-24 yr,2001,48.9
Bahamas,Male 15-24 yr,2000,49.7
Bahamas,Male 15-24 yr,1999,51
Bahamas,Male 15-24 yr,1998,51.5
Bahamas,Male 15-24 yr,1997,50.7
Bahamas,Male 15-24 yr,1996,51.7
Bahamas,Male 15-24 yr,1995,53.7
Bahamas,Male 15-24 yr,1994,52.1
Bahamas,Male 15-24 yr,1993,52.9
Bahamas,Male 15-24 yr,1992,51
Bahamas,Male 15-24 yr,1991,52.4
Bahrain,Female 15+ yr,2006,27.4
Bahrain,Female 15+ yr,2005,27.4
Bahrain,Female 15+ yr,2004,27.4
Bahrain,Female 15+ yr,2003,26.7
Bahrain,Female 15+ yr,2002,26.9
Bahrain,Female 15+ yr,2001,27.4
Bahrain,Female 15+ yr,2000,27.5
Bahrain,Female 15+ yr,1999,27.3
Bahrain,Female 15+ yr,1998,27.3
Bahrain,Female 15+ yr,1997,26.9
